   1.9042970e-02	  -5.2246090e-02	   9.7802730e-01	  -9.3750000e-01	  -1.2500000e+00	   8.7500000e-01	   2.0996090e-01	   3.1250000e-02	  -4.4873050e-01	
   1.9042970e-02	  -5.2246090e-02	   9.7802730e-01	  -9.3750000e-01	  -1.2500000e+00	   8.7500000e-01	   2.0996090e-01	   3.1250000e-02	  -4.4873050e-01	
   1.9042970e-02	  -6.7871090e-02	   9.9755860e-01	  -9.3750000e-01	  -1.8750000e+00	   2.5000000e-01	   2.0996090e-01	   3.1250000e-02	  -4.4873050e-01	
   2.6855470e-02	  -3.2714840e-02	   9.8974610e-01	  -1.3125000e+00	  -2.0000000e+00	   1.2500000e-01	   2.1484380e-01	   4.1015630e-02	  -4.5361330e-01	
   3.4179690e-03	  -3.2714840e-02	   9.9365230e-01	  -1.7500000e+00	  -2.1250000e+00	   0.0000000e+00	   2.1484380e-01	   4.1015630e-02	  -4.5361330e-01	
   0.0000000e+00	  -9.2773440e-03	   1.0205080e+00	  -1.5625000e+00	  -2.3125000e+00	  -1.8750000e-01	   2.1484380e-01	   4.1015630e-02	  -4.5361330e-01	
  -3.9062500e-03	  -2.8808590e-02	   1.0205080e+00	  -1.2500000e+00	  -2.1875000e+00	  -6.2500000e-02	   2.1484380e-01	   4.1015630e-02	  -4.5361330e-01	
   1.1230470e-02	  -3.2714840e-02	   1.0014650e+00	  -1.0000000e+00	  -1.9375000e+00	  -6.2500000e-02	   2.1484380e-01	   4.1015630e-02	  -4.5361330e-01	
  -7.8125000e-03	  -4.4433590e-02	   1.0092770e+00	  -8.1250000e-01	  -1.6875000e+00	   6.2500000e-02	   2.1484380e-01	   4.1015630e-02	  -4.5361330e-01	
   1.5136720e-02	  -3.2714840e-02	   1.0014650e+00	  -6.2500000e-01	  -1.3125000e+00	   0.0000000e+00	   2.1484380e-01	   4.1015630e-02	  -4.5361330e-01	
   7.3242190e-03	  -3.2714840e-02	   9.8193360e-01	  -8.7500000e-01	  -1.0625000e+00	   3.7500000e-01	   2.1240230e-01	   3.8574220e-02	  -4.3847660e-01	
   3.4179690e-03	  -2.4902340e-02	   1.0053710e+00	  -8.1250000e-01	  -6.2500000e-01	   4.3750000e-01	   2.1240230e-01	   3.8574220e-02	  -4.3847660e-01	
  -3.9062500e-03	  -5.6152340e-02	   1.0126950e+00	  -1.1875000e+00	  -6.2500000e-01	   6.2500000e-01	   2.1240230e-01	   3.8574220e-02	  -4.3847660e-01	
   2.2949220e-02	  -4.0527340e-02	   1.0092770e+00	  -1.4375000e+00	  -6.8750000e-01	   6.2500000e-01	   2.0507810e-01	   3.1250000e-02	  -4.3847660e-01	
   0.0000000e+00	  -5.2246090e-02	   9.8583980e-01	  -1.6250000e+00	  -1.0625000e+00	   8.1250000e-01	   2.0507810e-01	   3.1250000e-02	  -4.3847660e-01	
   3.0761720e-02	  -4.0527340e-02	   9.9365230e-01	  -1.6250000e+00	  -1.0000000e+00	   6.8750000e-01	   2.0507810e-01	   3.1250000e-02	  -4.3847660e-01	
   1.9042970e-02	  -6.0058590e-02	   9.8974610e-01	  -2.0000000e+00	  -8.7500000e-01	   6.2500000e-01	   2.0507810e-01	   3.1250000e-02	  -4.3847660e-01	
   1.9042970e-02	  -4.4433590e-02	   1.0053710e+00	  -2.6875000e+00	  -1.1875000e+00	   6.2500000e-01	   2.0996090e-01	   3.8574220e-02	  -4.4140630e-01	
   2.2949220e-02	  -6.0058590e-02	   1.0092770e+00	  -2.8750000e+00	  -1.3125000e+00	   6.2500000e-01	   2.0996090e-01	   3.8574220e-02	  -4.4140630e-01	
   7.3242190e-03	  -3.2714840e-02	   1.0014650e+00	  -3.1250000e+00	  -1.3750000e+00	   8.7500000e-01	   2.0996090e-01	   3.8574220e-02	  -4.4140630e-01	
   2.6855470e-02	  -6.7871090e-02	   1.0053710e+00	  -2.8750000e+00	  -1.9375000e+00	   7.5000000e-01	   2.0214840e-01	   2.5878910e-02	  -4.4384770e-01	
   3.5156250e-02	  -6.0058590e-02	   9.7412110e-01	  -2.7500000e+00	  -2.3750000e+00	   5.6250000e-01	   2.0214840e-01	   2.5878910e-02	  -4.4384770e-01	
   2.2949220e-02	  -4.4433590e-02	   9.8583980e-01	  -2.5000000e+00	  -2.7500000e+00	   7.5000000e-01	   2.0214840e-01	   2.5878910e-02	  -4.4384770e-01	
   1.1230470e-02	  -5.2246090e-02	   1.0053710e+00	  -2.2500000e+00	  -3.1250000e+00	   8.1250000e-01	   2.0214840e-01	   2.5878910e-02	  -4.4384770e-01	
  -3.9062500e-03	  -5.2246090e-02	   1.0014650e+00	  -2.1250000e+00	  -3.0000000e+00	   1.0625000e+00	   2.0214840e-01	   2.5878910e-02	  -4.4384770e-01	
   2.2949220e-02	  -5.2246090e-02	   1.0053710e+00	  -2.0625000e+00	  -2.5000000e+00	   1.1875000e+00	   2.0214840e-01	   2.5878910e-02	  -4.4384770e-01	
   3.4179690e-03	  -5.2246090e-02	   1.0014650e+00	  -2.1250000e+00	  -2.3125000e+00	   1.4375000e+00	   2.0214840e-01	   2.5878910e-02	  -4.4384770e-01	
   1.9042970e-02	  -4.8339840e-02	   1.0014650e+00	  -2.1250000e+00	  -2.0000000e+00	   1.1875000e+00	   2.1484380e-01	   3.6132810e-02	  -4.4628910e-01	
   1.1230470e-02	  -3.6621090e-02	   1.0053710e+00	  -2.1250000e+00	  -1.5625000e+00	   7.5000000e-01	   2.1484380e-01	   3.6132810e-02	  -4.4628910e-01	
   3.4179690e-03	  -5.6152340e-02	   9.8583980e-01	  -1.6250000e+00	  -1.3125000e+00	   3.1250000e-01	   2.1484380e-01	   3.6132810e-02	  -4.4628910e-01	
   1.5136720e-02	  -2.8808590e-02	   9.7412110e-01	  -1.3125000e+00	  -6.2500000e-01	   1.2500000e-01	   2.1240230e-01	   3.1250000e-02	  -4.3603520e-01	
   1.9042970e-02	  -4.0527340e-02	   1.0014650e+00	  -1.6250000e+00	  -5.6250000e-01	   6.2500000e-02	   2.1240230e-01	   3.1250000e-02	  -4.3603520e-01	
  -7.8125000e-03	  -4.4433590e-02	   1.0014650e+00	  -1.3125000e+00	  -3.7500000e-01	  -3.7500000e-01	   2.1240230e-01	   3.1250000e-02	  -4.3603520e-01	
   3.4179690e-03	  -5.6152340e-02	   9.9365230e-01	  -1.5000000e+00	   1.2500000e-01	  -1.2500000e-01	   2.1240230e-01	   3.1250000e-02	  -4.3603520e-01	
   1.1230470e-02	  -6.0058590e-02	   9.9365230e-01	  -1.5625000e+00	   2.5000000e-01	  -3.7500000e-01	   2.0214840e-01	   2.0996090e-02	  -4.4384770e-01	
   3.4179690e-03	  -4.8339840e-02	   1.0014650e+00	  -1.6875000e+00	   3.1250000e-01	  -3.1250000e-01	   2.0214840e-01	   2.0996090e-02	  -4.4384770e-01	
   0.0000000e+00	  -6.3964840e-02	   1.0166020e+00	  -2.0000000e+00	   5.6250000e-01	  -3.7500000e-01	   2.0214840e-01	   2.0996090e-02	  -4.4384770e-01	
   0.0000000e+00	  -5.6152340e-02	   9.8193360e-01	  -2.2500000e+00	   6.2500000e-01	   0.0000000e+00	   2.0507810e-01	   3.8574220e-02	  -4.4628910e-01	
